benchmark,seed,context_id,n,method,true_return,proxy_score,pred_true_gap,ood,flow_residual,selected_action_mean,selected_action_energy
CartPole-v1,70,0,8,flow_residual_tail,18.623943328857422,65.21814727783203,46.59420394897461,11.077741622924805,0.009955395013093948,0.45570725202560425,1.1112914085388184
CartPole-v1,70,0,8,oracle_tail,32.08244705200195,51.04647445678711,18.964027404785156,6.512781143188477,0.01729973964393139,0.16182760894298553,1.094733715057373
CartPole-v1,70,0,16,first_candidate,16.91864013671875,56.926063537597656,40.007423400878906,6.491870880126953,0.0073326462879776955,-0.28186577558517456,1.1237791776657104
CartPole-v1,70,0,16,proxy_tail,18.623943328857422,65.21814727783203,46.59420394897461,11.077741622924805,0.009955395013093948,0.45570725202560425,1.1112914085388184
CartPole-v1,70,0,16,feature_calibrated_tail,22.81633186340332,43.57189178466797,20.75555992126465,1.9088307619094849,0.019686715677380562,-0.020352449268102646,1.1321680545806885
CartPole-v1,70,0,16,flow_residual_tail,18.623943328857422,65.21814727783203,46.59420394897461,11.077741622924805,0.009955395013093948,0.45570725202560425,1.1112914085388184
CartPole-v1,70,0,16,oracle_tail,32.08244705200195,51.04647445678711,18.964027404785156,6.512781143188477,0.01729973964393139,0.16182760894298553,1.094733715057373
CartPole-v1,70,0,32,first_candidate,16.91864013671875,56.926063537597656,40.007423400878906,6.491870880126953,0.0073326462879776955,-0.28186577558517456,1.1237791776657104
CartPole-v1,70,0,32,proxy_tail,14.264501571655273,70.74122619628906,56.476722717285156,13.492438316345215,0.00555599108338356,-0.48186832666397095,1.1829307079315186
CartPole-v1,70,0,32,feature_calibrated_tail,22.81633186340332,43.57189178466797,20.75555992126465,1.9088307619094849,0.019686715677380562,-0.020352449268102646,1.1321680545806885
CartPole-v1,70,0,32,flow_residual_tail,14.264501571655273,70.74122619628906,56.476722717285156,13.492438316345215,0.00555599108338356,-0.48186832666397095,1.1829307079315186
CartPole-v1,70,0,32,oracle_tail,43.61775588989258,52.39584732055664,8.778091430664062,5.136343002319336,0.005852075293660164,0.23250098526477814,1.045406699180603
CartPole-v1,70,1,1,first_candidate,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,1,proxy_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,1,feature_calibrated_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,1,flow_residual_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,1,oracle_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,2,first_candidate,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,2,proxy_tail,13.417808532714844,47.228641510009766,33.81083297729492,5.766815662384033,0.009849154390394688,-0.1491241604089737,1.0346397161483765
CartPole-v1,70,1,2,feature_calibrated_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,2,flow_residual_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,2,oracle_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,4,first_candidate,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,4,proxy_tail,12.486045837402344,62.550254821777344,50.064208984375,9.532425880432129,0.017321018502116203,-0.40318793058395386,1.1312448978424072
CartPole-v1,70,1,4,feature_calibrated_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,4,flow_residual_tail,12.486045837402344,62.550254821777344,50.064208984375,9.532425880432129,0.017321018502116203,-0.40318793058395386,1.1312448978424072
CartPole-v1,70,1,4,oracle_tail,21.874385833740234,43.4530029296875,21.578617095947266,4.605752944946289,0.011321036145091057,0.036672163754701614,1.1360057592391968
CartPole-v1,70,1,8,first_candidate,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,8,proxy_tail,12.486045837402344,62.550254821777344,50.064208984375,9.532425880432129,0.017321018502116203,-0.40318793058395386,1.1312448978424072
CartPole-v1,70,1,8,feature_calibrated_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,8,flow_residual_tail,12.486045837402344,62.550254821777344,50.064208984375,9.532425880432129,0.017321018502116203,-0.40318793058395386,1.1312448978424072
CartPole-v1,70,1,8,oracle_tail,32.18879699707031,49.83999252319336,17.651195526123047,4.50015926361084,0.013386592268943787,-0.10342731326818466,1.2148993015289307
CartPole-v1,70,1,16,first_candidate,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,16,proxy_tail,23.74198341369629,68.91059875488281,45.168617248535156,12.347695350646973,0.012413647025823593,0.5061632394790649,1.121652603149414
CartPole-v1,70,1,16,feature_calibrated_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,16,flow_residual_tail,23.74198341369629,68.91059875488281,45.168617248535156,12.347695350646973,0.012413647025823593,0.5061632394790649,1.121652603149414
CartPole-v1,70,1,16,oracle_tail,33.903263092041016,54.07508850097656,20.171825408935547,7.358384132385254,0.017920544371008873,-0.1988219916820526,1.1491193771362305
CartPole-v1,70,1,32,first_candidate,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,32,proxy_tail,23.74198341369629,68.91059875488281,45.168617248535156,12.347695350646973,0.012413647025823593,0.5061632394790649,1.121652603149414
CartPole-v1,70,1,32,feature_calibrated_tail,17.870126724243164,45.398677825927734,27.52855110168457,2.195979118347168,0.009272976778447628,0.10249577462673187,1.0364841222763062
CartPole-v1,70,1,32,flow_residual_tail,23.74198341369629,68.91059875488281,45.168617248535156,12.347695350646973,0.012413647025823593,0.5061632394790649,1.121652603149414
CartPole-v1,70,1,32,oracle_tail,36.90031814575195,45.19480895996094,8.294490814208984,6.6593241691589355,0.016912678256630898,0.033589430153369904,1.1205644607543945
CartPole-v1,70,2,1,first_candidate,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,1,proxy_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,1,feature_calibrated_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,1,flow_residual_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,1,oracle_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,2,first_candidate,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,2,proxy_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,2,feature_calibrated_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,2,flow_residual_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,2,oracle_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,4,first_candidate,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,4,proxy_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,4,feature_calibrated_tail,24.28900909423828,51.757774353027344,27.468765258789062,6.236947536468506,0.0175239946693182,0.2629079818725586,0.9968286752700806
CartPole-v1,70,2,4,flow_residual_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,4,oracle_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,8,first_candidate,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,8,proxy_tail,14.294395446777344,59.87256622314453,45.57817077636719,6.5525360107421875,0.016875118017196655,-0.32121434807777405,1.1492342948913574
CartPole-v1,70,2,8,feature_calibrated_tail,14.294395446777344,59.87256622314453,45.57817077636719,6.5525360107421875,0.016875118017196655,-0.32121434807777405,1.1492342948913574
CartPole-v1,70,2,8,flow_residual_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,8,oracle_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,16,first_candidate,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,16,proxy_tail,14.294395446777344,59.87256622314453,45.57817077636719,6.5525360107421875,0.016875118017196655,-0.32121434807777405,1.1492342948913574
CartPole-v1,70,2,16,feature_calibrated_tail,14.294395446777344,59.87256622314453,45.57817077636719,6.5525360107421875,0.016875118017196655,-0.32121434807777405,1.1492342948913574
CartPole-v1,70,2,16,flow_residual_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,16,oracle_tail,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,32,first_candidate,36.244224548339844,53.10978317260742,16.865558624267578,8.128521919250488,0.007882456295192242,-0.21746587753295898,1.148112177848816
CartPole-v1,70,2,32,proxy_tail,18.561586380004883,63.28432083129883,44.72273254394531,10.985589027404785,0.014795755036175251,0.32852301001548767,1.1605312824249268
CartPole-v1,70,2,32,feature_calibrated_tail,17.847286224365234,45.45585250854492,27.608566284179688,2.9322218894958496,0.006375925615429878,-0.036084599792957306,1.2290807962417603
CartPole-v1,70,2,32,flow_residual_tail,25.026344299316406,59.44655227661133,34.42020797729492,8.350019454956055,0.006530660204589367,0.3852810561656952,1.0976547002792358
CartPole-v1,70,2,32,oracle_tail,41.24555969238281,47.42417526245117,6.178615570068359,4.585684776306152,0.007652402855455875,-0.16357766091823578,1.0097023248672485
CartPole-v1,70,3,1,first_candidate,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,1,proxy_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,1,feature_calibrated_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,1,flow_residual_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,1,oracle_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,2,first_candidate,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,2,proxy_tail,26.819746017456055,57.87148666381836,31.051740646362305,8.976387023925781,0.007691814564168453,-0.3054158091545105,1.081105351448059
CartPole-v1,70,3,2,feature_calibrated_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,2,flow_residual_tail,26.819746017456055,57.87148666381836,31.051740646362305,8.976387023925781,0.007691814564168453,-0.3054158091545105,1.081105351448059
CartPole-v1,70,3,2,oracle_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,4,first_candidate,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,4,proxy_tail,26.819746017456055,57.87148666381836,31.051740646362305,8.976387023925781,0.007691814564168453,-0.3054158091545105,1.081105351448059
CartPole-v1,70,3,4,feature_calibrated_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,4,flow_residual_tail,26.819746017456055,57.87148666381836,31.051740646362305,8.976387023925781,0.007691814564168453,-0.3054158091545105,1.081105351448059
CartPole-v1,70,3,4,oracle_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,8,first_candidate,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,8,proxy_tail,15.974570274353027,62.433990478515625,46.45941925048828,9.77951717376709,0.022032490000128746,-0.32329773902893066,1.1456304788589478
CartPole-v1,70,3,8,feature_calibrated_tail,18.601728439331055,55.001869201660156,36.40013885498047,5.079843997955322,0.019467579200863838,-0.24275073409080505,1.132125973701477
CartPole-v1,70,3,8,flow_residual_tail,26.819746017456055,57.87148666381836,31.051740646362305,8.976387023925781,0.007691814564168453,-0.3054158091545105,1.081105351448059
CartPole-v1,70,3,8,oracle_tail,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,16,first_candidate,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,16,proxy_tail,15.974570274353027,62.433990478515625,46.45941925048828,9.77951717376709,0.022032490000128746,-0.32329773902893066,1.1456304788589478
CartPole-v1,70,3,16,feature_calibrated_tail,18.601728439331055,55.001869201660156,36.40013885498047,5.079843997955322,0.019467579200863838,-0.24275073409080505,1.132125973701477
CartPole-v1,70,3,16,flow_residual_tail,14.202051162719727,60.70203399658203,46.49998474121094,11.253170013427734,0.007792613934725523,-0.3331199586391449,1.092398762702942
CartPole-v1,70,3,16,oracle_tail,38.291839599609375,47.733985900878906,9.442146301269531,6.996656894683838,0.01017119362950325,0.1217527836561203,1.0622676610946655
CartPole-v1,70,3,32,first_candidate,34.172908782958984,52.93363571166992,18.760726928710938,5.355976581573486,0.012157942168414593,0.2227405607700348,1.083506464958191
CartPole-v1,70,3,32,proxy_tail,15.974570274353027,62.433990478515625,46.45941925048828,9.77951717376709,0.022032490000128746,-0.32329773902893066,1.1456304788589478
CartPole-v1,70,3,32,feature_calibrated_tail,15.089452743530273,45.04875946044922,29.959306716918945,2.0451176166534424,0.013599584810435772,-0.045874953269958496,1.1154292821884155
CartPole-v1,70,3,32,flow_residual_tail,14.202051162719727,60.70203399658203,46.49998474121094,11.253170013427734,0.007792613934725523,-0.3331199586391449,1.092398762702942
CartPole-v1,70,3,32,oracle_tail,38.291839599609375,47.733985900878906,9.442146301269531,6.996656894683838,0.01017119362950325,0.1217527836561203,1.0622676610946655
CartPole-v1,70,4,1,first_candidate,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,1,proxy_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,1,feature_calibrated_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,1,flow_residual_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,1,oracle_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,2,first_candidate,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,2,proxy_tail,24.266334533691406,44.954811096191406,20.6884765625,5.349753379821777,0.022429421544075012,-0.08814206719398499,1.0589048862457275
CartPole-v1,70,4,2,feature_calibrated_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,2,flow_residual_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,2,oracle_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,4,first_candidate,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,4,proxy_tail,16.982662200927734,61.1812744140625,44.198612213134766,10.731658935546875,0.009554686024785042,-0.40609821677207947,1.0787365436553955
CartPole-v1,70,4,4,feature_calibrated_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,4,flow_residual_tail,16.982662200927734,61.1812744140625,44.198612213134766,10.731658935546875,0.009554686024785042,-0.40609821677207947,1.0787365436553955
CartPole-v1,70,4,4,oracle_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,8,first_candidate,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,8,proxy_tail,16.982662200927734,61.1812744140625,44.198612213134766,10.731658935546875,0.009554686024785042,-0.40609821677207947,1.0787365436553955
CartPole-v1,70,4,8,feature_calibrated_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,8,flow_residual_tail,16.982662200927734,61.1812744140625,44.198612213134766,10.731658935546875,0.009554686024785042,-0.40609821677207947,1.0787365436553955
CartPole-v1,70,4,8,oracle_tail,31.249277114868164,46.12226867675781,14.872991561889648,3.7349300384521484,0.015265971422195435,-0.10308952629566193,1.072651982307434
CartPole-v1,70,4,16,first_candidate,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,16,proxy_tail,15.901409149169922,62.6893424987793,46.787933349609375,10.910512924194336,0.018208881840109825,-0.2935343384742737,1.2860008478164673
CartPole-v1,70,4,16,feature_calibrated_tail,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,16,flow_residual_tail,16.982662200927734,61.1812744140625,44.198612213134766,10.731658935546875,0.009554686024785042,-0.40609821677207947,1.0787365436553955
CartPole-v1,70,4,16,oracle_tail,32.212371826171875,45.71643829345703,13.504066467285156,5.217099189758301,0.009752921760082245,0.08186372369527817,1.0842044353485107
CartPole-v1,70,4,32,first_candidate,24.5169620513916,43.49379348754883,18.976831436157227,2.159005880355835,0.011175663210451603,0.06817930191755295,1.0534747838974
CartPole-v1,70,4,32,proxy_tail,15.901409149169922,62.6893424987793,46.787933349609375,10.910512924194336,0.018208881840109825,-0.2935343384742737,1.2860008478164673
CartPole-v1,70,4,32,feature_calibrated_tail,24.504697799682617,42.573280334472656,18.06858253479004,1.7229670286178589,0.005675355903804302,0.018695252016186714,1.0892856121063232
CartPole-v1,70,4,32,flow_residual_tail,16.982662200927734,61.1812744140625,44.198612213134766,10.731658935546875,0.009554686024785042,-0.40609821677207947,1.0787365436553955
CartPole-v1,70,4,32,oracle_tail,42.26739501953125,41.63676071166992,-0.6306343078613281,2.857151746749878,0.004260359797626734,-0.013898712582886219,1.0950543880462646
CartPole-v1,70,5,1,first_candidate,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,1,proxy_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,1,feature_calibrated_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,1,flow_residual_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,1,oracle_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,2,first_candidate,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,2,proxy_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,2,feature_calibrated_tail,22.757463455200195,45.87873840332031,23.121274948120117,5.6091790199279785,0.01885097660124302,-0.12547175586223602,1.0509623289108276
CartPole-v1,70,5,2,flow_residual_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,2,oracle_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,4,first_candidate,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,4,proxy_tail,14.304536819458008,65.78022766113281,51.47569274902344,7.528625011444092,0.022777138277888298,-0.372028112411499,1.2678407430648804
CartPole-v1,70,5,4,feature_calibrated_tail,14.304536819458008,65.78022766113281,51.47569274902344,7.528625011444092,0.022777138277888298,-0.372028112411499,1.2678407430648804
CartPole-v1,70,5,4,flow_residual_tail,14.304536819458008,65.78022766113281,51.47569274902344,7.528625011444092,0.022777138277888298,-0.372028112411499,1.2678407430648804
CartPole-v1,70,5,4,oracle_tail,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,8,first_candidate,22.782320022583008,58.286293029785156,35.50397491455078,9.222817420959473,0.026569053530693054,-0.30194908380508423,1.1717392206192017
CartPole-v1,70,5,8,proxy_tail,14.304536819458008,65.78022766113281,51.47569274902344,7.528625011444092,0.022777138277888298,-0.372028112411499,1.2678407430648804
CartPole-v1,70,5,8,feature_calibrated_tail,14.304536819458008,65.78022766113281,51.47569274902344,7.528625011444092,0.022777138277888298,-0.372028112411499,1.2678407430648804
CartPole-v1,70,5,8,flow_residual_tail,14.304536819458008,65.78022766113281,51.47569274902344,7.528625011444092,0.022777138277888298,-0.372028112411499,1.2678407430648804
CartPole-v1,70,5,8,oracle_tail,33.785308837890625,46.71015548706055,12.924846649169922,5.0189409255981445,0.010937757790088654,-0.13678577542304993,1.057399868965149
