benchmark,seed,context_id,n,method,true_return,proxy_score,pred_true_gap,ood,flow_residual,selected_action_mean,selected_action_energy
Acrobot-v1,72,2,8,first_candidate,-89.89904022216797,-35.144264221191406,54.75477600097656,5.206827640533447,0.014793774113059044,0.14930588006973267,1.1071412563323975
Acrobot-v1,72,2,8,proxy_tail,-89.89904022216797,-35.144264221191406,54.75477600097656,5.206827640533447,0.014793774113059044,0.14930588006973267,1.1071412563323975
Acrobot-v1,72,2,8,feature_calibrated_tail,-89.89904022216797,-35.144264221191406,54.75477600097656,5.206827640533447,0.014793774113059044,0.14930588006973267,1.1071412563323975
Acrobot-v1,72,2,8,flow_residual_tail,-88.7427749633789,-38.38898849487305,50.35378646850586,6.146146774291992,0.008583678863942623,-0.16429392993450165,1.1261374950408936
Acrobot-v1,72,2,8,oracle_tail,-83.43270111083984,-36.30015182495117,47.13254928588867,4.806459903717041,0.017041921615600586,-0.0427449569106102,1.199571967124939
Acrobot-v1,72,2,16,first_candidate,-89.89904022216797,-35.144264221191406,54.75477600097656,5.206827640533447,0.014793774113059044,0.14930588006973267,1.1071412563323975
Acrobot-v1,72,2,16,proxy_tail,-84.04352569580078,-22.512224197387695,61.53130340576172,4.352080821990967,0.019508376717567444,0.320905476808548,1.1421548128128052
Acrobot-v1,72,2,16,feature_calibrated_tail,-84.04352569580078,-22.512224197387695,61.53130340576172,4.352080821990967,0.019508376717567444,0.320905476808548,1.1421548128128052
Acrobot-v1,72,2,16,flow_residual_tail,-84.04352569580078,-22.512224197387695,61.53130340576172,4.352080821990967,0.019508376717567444,0.320905476808548,1.1421548128128052
Acrobot-v1,72,2,16,oracle_tail,-79.28236389160156,-40.4600830078125,38.82228088378906,5.567802906036377,0.025758951902389526,-0.05612589791417122,1.17094087600708
Acrobot-v1,72,2,32,first_candidate,-89.89904022216797,-35.144264221191406,54.75477600097656,5.206827640533447,0.014793774113059044,0.14930588006973267,1.1071412563323975
Acrobot-v1,72,2,32,proxy_tail,-84.04352569580078,-22.512224197387695,61.53130340576172,4.352080821990967,0.019508376717567444,0.320905476808548,1.1421548128128052
Acrobot-v1,72,2,32,feature_calibrated_tail,-84.04352569580078,-22.512224197387695,61.53130340576172,4.352080821990967,0.019508376717567444,0.320905476808548,1.1421548128128052
Acrobot-v1,72,2,32,flow_residual_tail,-84.04352569580078,-22.512224197387695,61.53130340576172,4.352080821990967,0.019508376717567444,0.320905476808548,1.1421548128128052
Acrobot-v1,72,2,32,oracle_tail,-72.44540405273438,-29.175384521484375,43.27001953125,3.9348340034484863,0.01654932275414467,-0.09174517542123795,1.1841377019882202
Acrobot-v1,72,3,1,first_candidate,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,1,proxy_tail,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,1,feature_calibrated_tail,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,1,flow_residual_tail,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,1,oracle_tail,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,2,first_candidate,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,2,proxy_tail,-84.83889770507812,-40.867069244384766,43.97182846069336,4.531178951263428,0.026358306407928467,-0.03760610520839691,1.057102084159851
Acrobot-v1,72,3,2,feature_calibrated_tail,-84.83889770507812,-40.867069244384766,43.97182846069336,4.531178951263428,0.026358306407928467,-0.03760610520839691,1.057102084159851
Acrobot-v1,72,3,2,flow_residual_tail,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,2,oracle_tail,-84.83889770507812,-40.867069244384766,43.97182846069336,4.531178951263428,0.026358306407928467,-0.03760610520839691,1.057102084159851
Acrobot-v1,72,3,4,first_candidate,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,4,proxy_tail,-84.8343734741211,-34.34577941894531,50.48859405517578,5.143965244293213,0.026852091774344444,-0.23193378746509552,1.07317054271698
Acrobot-v1,72,3,4,feature_calibrated_tail,-84.8343734741211,-34.34577941894531,50.48859405517578,5.143965244293213,0.026852091774344444,-0.23193378746509552,1.07317054271698
Acrobot-v1,72,3,4,flow_residual_tail,-84.8343734741211,-34.34577941894531,50.48859405517578,5.143965244293213,0.026852091774344444,-0.23193378746509552,1.07317054271698
Acrobot-v1,72,3,4,oracle_tail,-67.02088165283203,-37.166893005371094,29.853988647460938,4.464761257171631,0.025709178298711777,-0.04439098387956619,1.1373624801635742
Acrobot-v1,72,3,8,first_candidate,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,8,proxy_tail,-77.49848937988281,-24.929140090942383,52.56935119628906,3.983978509902954,0.01643574982881546,0.2743428945541382,1.1617257595062256
Acrobot-v1,72,3,8,feature_calibrated_tail,-77.49848937988281,-24.929140090942383,52.56935119628906,3.983978509902954,0.01643574982881546,0.2743428945541382,1.1617257595062256
Acrobot-v1,72,3,8,flow_residual_tail,-77.49848937988281,-24.929140090942383,52.56935119628906,3.983978509902954,0.01643574982881546,0.2743428945541382,1.1617257595062256
Acrobot-v1,72,3,8,oracle_tail,-67.02088165283203,-37.166893005371094,29.853988647460938,4.464761257171631,0.025709178298711777,-0.04439098387956619,1.1373624801635742
Acrobot-v1,72,3,16,first_candidate,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,16,proxy_tail,-92.29773712158203,-23.6645565032959,68.6331787109375,5.459657669067383,0.006904441397637129,-0.3782676160335541,1.0928491353988647
Acrobot-v1,72,3,16,feature_calibrated_tail,-77.49848937988281,-24.929140090942383,52.56935119628906,3.983978509902954,0.01643574982881546,0.2743428945541382,1.1617257595062256
Acrobot-v1,72,3,16,flow_residual_tail,-92.29773712158203,-23.6645565032959,68.6331787109375,5.459657669067383,0.006904441397637129,-0.3782676160335541,1.0928491353988647
Acrobot-v1,72,3,16,oracle_tail,-67.02088165283203,-37.166893005371094,29.853988647460938,4.464761257171631,0.025709178298711777,-0.04439098387956619,1.1373624801635742
Acrobot-v1,72,3,32,first_candidate,-89.67256164550781,-41.8800048828125,47.79255676269531,5.730807781219482,0.008403965272009373,-0.12278609722852707,1.040726900100708
Acrobot-v1,72,3,32,proxy_tail,-92.29773712158203,-23.6645565032959,68.6331787109375,5.459657669067383,0.006904441397637129,-0.3782676160335541,1.0928491353988647
Acrobot-v1,72,3,32,feature_calibrated_tail,-77.49848937988281,-24.929140090942383,52.56935119628906,3.983978509902954,0.01643574982881546,0.2743428945541382,1.1617257595062256
Acrobot-v1,72,3,32,flow_residual_tail,-92.29773712158203,-23.6645565032959,68.6331787109375,5.459657669067383,0.006904441397637129,-0.3782676160335541,1.0928491353988647
Acrobot-v1,72,3,32,oracle_tail,-67.02088165283203,-37.166893005371094,29.853988647460938,4.464761257171631,0.025709178298711777,-0.04439098387956619,1.1373624801635742
Acrobot-v1,72,4,1,first_candidate,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,1,proxy_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,1,feature_calibrated_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,1,flow_residual_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,1,oracle_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,2,first_candidate,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,2,proxy_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,2,feature_calibrated_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,2,flow_residual_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,2,oracle_tail,-83.2059555053711,-40.93102264404297,42.274932861328125,6.737918376922607,0.004376125987619162,-0.13346821069717407,1.1445457935333252
Acrobot-v1,72,4,4,first_candidate,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,4,proxy_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,4,feature_calibrated_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,4,flow_residual_tail,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,4,oracle_tail,-73.42646789550781,-41.86779022216797,31.558677673339844,4.692488670349121,0.019333230331540108,-0.05964966490864754,1.0383697748184204
Acrobot-v1,72,4,8,first_candidate,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,8,proxy_tail,-89.33588409423828,-30.769081115722656,58.566802978515625,6.139511585235596,0.009808612987399101,0.33065688610076904,1.1401722431182861
Acrobot-v1,72,4,8,feature_calibrated_tail,-89.33588409423828,-30.769081115722656,58.566802978515625,6.139511585235596,0.009808612987399101,0.33065688610076904,1.1401722431182861
Acrobot-v1,72,4,8,flow_residual_tail,-89.33588409423828,-30.769081115722656,58.566802978515625,6.139511585235596,0.009808612987399101,0.33065688610076904,1.1401722431182861
Acrobot-v1,72,4,8,oracle_tail,-73.42646789550781,-41.86779022216797,31.558677673339844,4.692488670349121,0.019333230331540108,-0.05964966490864754,1.0383697748184204
Acrobot-v1,72,4,16,first_candidate,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,16,proxy_tail,-89.81018829345703,-25.386201858520508,64.42398834228516,5.9371795654296875,0.009668990038335323,0.43363043665885925,1.1037626266479492
Acrobot-v1,72,4,16,feature_calibrated_tail,-89.81018829345703,-25.386201858520508,64.42398834228516,5.9371795654296875,0.009668990038335323,0.43363043665885925,1.1037626266479492
Acrobot-v1,72,4,16,flow_residual_tail,-89.81018829345703,-25.386201858520508,64.42398834228516,5.9371795654296875,0.009668990038335323,0.43363043665885925,1.1037626266479492
Acrobot-v1,72,4,16,oracle_tail,-73.42646789550781,-41.86779022216797,31.558677673339844,4.692488670349121,0.019333230331540108,-0.05964966490864754,1.0383697748184204
Acrobot-v1,72,4,32,first_candidate,-86.06993865966797,-35.06364440917969,51.00629425048828,5.03598165512085,0.009085736237466335,0.22423586249351501,1.0255171060562134
Acrobot-v1,72,4,32,proxy_tail,-89.81018829345703,-25.386201858520508,64.42398834228516,5.9371795654296875,0.009668990038335323,0.43363043665885925,1.1037626266479492
Acrobot-v1,72,4,32,feature_calibrated_tail,-89.81018829345703,-25.386201858520508,64.42398834228516,5.9371795654296875,0.009668990038335323,0.43363043665885925,1.1037626266479492
Acrobot-v1,72,4,32,flow_residual_tail,-89.81018829345703,-25.386201858520508,64.42398834228516,5.9371795654296875,0.009668990038335323,0.43363043665885925,1.1037626266479492
Acrobot-v1,72,4,32,oracle_tail,-70.99720001220703,-31.410869598388672,39.58633041381836,3.9536170959472656,0.021407201886177063,-0.13787230849266052,1.1746232509613037
Acrobot-v1,72,5,1,first_candidate,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,1,proxy_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,1,feature_calibrated_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,1,flow_residual_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,1,oracle_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,2,first_candidate,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,2,proxy_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,2,feature_calibrated_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,2,flow_residual_tail,-92.80986785888672,-35.32848358154297,57.48138427734375,7.1574225425720215,0.007405145559459925,-0.2432684749364853,1.136099934577942
Acrobot-v1,72,5,2,oracle_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,4,first_candidate,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,4,proxy_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,4,feature_calibrated_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,4,flow_residual_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,4,oracle_tail,-83.69742584228516,-34.437618255615234,49.25980758666992,4.461441993713379,0.025545060634613037,0.09772974997758865,1.1792731285095215
Acrobot-v1,72,5,8,first_candidate,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,8,proxy_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,8,feature_calibrated_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,8,flow_residual_tail,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,8,oracle_tail,-75.46617126464844,-41.4918327331543,33.97433853149414,4.9534502029418945,0.03046332858502865,0.04023705795407295,1.107758641242981
Acrobot-v1,72,5,16,first_candidate,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,16,proxy_tail,-89.06383514404297,-24.32253646850586,64.74130249023438,4.924166679382324,0.014601925387978554,-0.38064971566200256,1.0804616212844849
Acrobot-v1,72,5,16,feature_calibrated_tail,-89.06383514404297,-24.32253646850586,64.74130249023438,4.924166679382324,0.014601925387978554,-0.38064971566200256,1.0804616212844849
Acrobot-v1,72,5,16,flow_residual_tail,-89.06383514404297,-24.32253646850586,64.74130249023438,4.924166679382324,0.014601925387978554,-0.38064971566200256,1.0804616212844849
Acrobot-v1,72,5,16,oracle_tail,-75.46617126464844,-41.4918327331543,33.97433853149414,4.9534502029418945,0.03046332858502865,0.04023705795407295,1.107758641242981
Acrobot-v1,72,5,32,first_candidate,-89.08427429199219,-33.41017532348633,55.67409896850586,4.532330513000488,0.008842780254781246,0.19009609520435333,1.0322409868240356
Acrobot-v1,72,5,32,proxy_tail,-89.06383514404297,-24.32253646850586,64.74130249023438,4.924166679382324,0.014601925387978554,-0.38064971566200256,1.0804616212844849
Acrobot-v1,72,5,32,feature_calibrated_tail,-89.06383514404297,-24.32253646850586,64.74130249023438,4.924166679382324,0.014601925387978554,-0.38064971566200256,1.0804616212844849
Acrobot-v1,72,5,32,flow_residual_tail,-89.06383514404297,-24.32253646850586,64.74130249023438,4.924166679382324,0.014601925387978554,-0.38064971566200256,1.0804616212844849
Acrobot-v1,72,5,32,oracle_tail,-75.46617126464844,-41.4918327331543,33.97433853149414,4.9534502029418945,0.03046332858502865,0.04023705795407295,1.107758641242981
CartPole-v1,73,0,1,first_candidate,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,1,proxy_tail,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,1,feature_calibrated_tail,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,1,flow_residual_tail,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,1,oracle_tail,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,2,first_candidate,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,2,proxy_tail,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,2,feature_calibrated_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,2,flow_residual_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,2,oracle_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,4,first_candidate,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,4,proxy_tail,18.703760147094727,49.55794906616211,30.854188919067383,6.295805931091309,0.00571573618799448,-0.13174664974212646,1.1311460733413696
CartPole-v1,73,0,4,feature_calibrated_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,4,flow_residual_tail,18.703760147094727,49.55794906616211,30.854188919067383,6.295805931091309,0.00571573618799448,-0.13174664974212646,1.1311460733413696
CartPole-v1,73,0,4,oracle_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,8,first_candidate,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,8,proxy_tail,15.059444427490234,60.542816162109375,45.48337173461914,7.20247220993042,0.012548753060400486,0.35892194509506226,1.1226937770843506
CartPole-v1,73,0,8,feature_calibrated_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,8,flow_residual_tail,15.059444427490234,60.542816162109375,45.48337173461914,7.20247220993042,0.012548753060400486,0.35892194509506226,1.1226937770843506
CartPole-v1,73,0,8,oracle_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,16,first_candidate,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,16,proxy_tail,15.059444427490234,60.542816162109375,45.48337173461914,7.20247220993042,0.012548753060400486,0.35892194509506226,1.1226937770843506
CartPole-v1,73,0,16,feature_calibrated_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,16,flow_residual_tail,15.059444427490234,60.542816162109375,45.48337173461914,7.20247220993042,0.012548753060400486,0.35892194509506226,1.1226937770843506
CartPole-v1,73,0,16,oracle_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,32,first_candidate,31.217288970947266,49.196014404296875,17.97872543334961,6.2608842849731445,0.01278985757380724,-0.1373266875743866,1.073655128479004
CartPole-v1,73,0,32,proxy_tail,15.059444427490234,60.542816162109375,45.48337173461914,7.20247220993042,0.012548753060400486,0.35892194509506226,1.1226937770843506
CartPole-v1,73,0,32,feature_calibrated_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,0,32,flow_residual_tail,15.059444427490234,60.542816162109375,45.48337173461914,7.20247220993042,0.012548753060400486,0.35892194509506226,1.1226937770843506
CartPole-v1,73,0,32,oracle_tail,40.287227630615234,46.93031311035156,6.643085479736328,2.401177406311035,0.0061117359437048435,-0.060775626450777054,1.1615005731582642
CartPole-v1,73,1,1,first_candidate,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,1,proxy_tail,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,1,feature_calibrated_tail,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,1,flow_residual_tail,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,1,oracle_tail,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,2,first_candidate,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,2,proxy_tail,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,2,feature_calibrated_tail,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,2,flow_residual_tail,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,2,oracle_tail,18.728151321411133,46.59209442138672,27.863943099975586,8.036293029785156,0.0035725918132811785,-0.1034536138176918,1.0268394947052002
CartPole-v1,73,1,4,first_candidate,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,4,proxy_tail,24.27644157409668,57.77035140991211,33.49391174316406,6.84240198135376,0.01628922112286091,0.3613411784172058,1.0147422552108765
CartPole-v1,73,1,4,feature_calibrated_tail,24.27644157409668,57.77035140991211,33.49391174316406,6.84240198135376,0.01628922112286091,0.3613411784172058,1.0147422552108765
CartPole-v1,73,1,4,flow_residual_tail,24.27644157409668,57.77035140991211,33.49391174316406,6.84240198135376,0.01628922112286091,0.3613411784172058,1.0147422552108765
CartPole-v1,73,1,4,oracle_tail,24.27644157409668,57.77035140991211,33.49391174316406,6.84240198135376,0.01628922112286091,0.3613411784172058,1.0147422552108765
CartPole-v1,73,1,8,first_candidate,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,8,proxy_tail,24.27644157409668,57.77035140991211,33.49391174316406,6.84240198135376,0.01628922112286091,0.3613411784172058,1.0147422552108765
CartPole-v1,73,1,8,feature_calibrated_tail,15.241345405578613,50.57162094116211,35.33027648925781,3.7255139350891113,0.00395928043872118,-0.15246568620204926,1.1830658912658691
CartPole-v1,73,1,8,flow_residual_tail,15.241345405578613,50.57162094116211,35.33027648925781,3.7255139350891113,0.00395928043872118,-0.15246568620204926,1.1830658912658691
CartPole-v1,73,1,8,oracle_tail,32.130001068115234,49.2392463684082,17.10924530029297,4.676745891571045,0.009924142621457577,0.1491049826145172,1.1292587518692017
CartPole-v1,73,1,16,first_candidate,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,16,proxy_tail,17.89828109741211,57.84637451171875,39.94809341430664,6.1371002197265625,0.01289824116975069,-0.2740417718887329,1.1409167051315308
CartPole-v1,73,1,16,feature_calibrated_tail,15.241345405578613,50.57162094116211,35.33027648925781,3.7255139350891113,0.00395928043872118,-0.15246568620204926,1.1830658912658691
CartPole-v1,73,1,16,flow_residual_tail,17.89828109741211,57.84637451171875,39.94809341430664,6.1371002197265625,0.01289824116975069,-0.2740417718887329,1.1409167051315308
CartPole-v1,73,1,16,oracle_tail,35.63463592529297,48.30884552001953,12.674209594726562,5.904546737670898,0.008570907637476921,-0.12822939455509186,1.1011528968811035
CartPole-v1,73,1,32,first_candidate,14.325240135192871,54.123233795166016,39.79799270629883,6.503462314605713,0.01078387163579464,-0.27145859599113464,1.0309782028198242
CartPole-v1,73,1,32,proxy_tail,27.335750579833984,60.740657806396484,33.4049072265625,10.110620498657227,0.020479217171669006,0.3312005400657654,1.1188719272613525
CartPole-v1,73,1,32,feature_calibrated_tail,61.534481048583984,46.194271087646484,-15.3402099609375,2.9893412590026855,0.00412231357768178,-0.12430159002542496,1.0504093170166016
CartPole-v1,73,1,32,flow_residual_tail,15.228628158569336,57.79916000366211,42.570533752441406,6.553829193115234,0.010219874791800976,-0.28756800293922424,1.147230863571167
CartPole-v1,73,1,32,oracle_tail,61.534481048583984,46.194271087646484,-15.3402099609375,2.9893412590026855,0.00412231357768178,-0.12430159002542496,1.0504093170166016
CartPole-v1,73,2,1,first_candidate,22.748912811279297,41.862361907958984,19.113449096679688,6.7975993156433105,0.017123978585004807,0.006303533911705017,1.1270784139633179
CartPole-v1,73,2,1,proxy_tail,22.748912811279297,41.862361907958984,19.113449096679688,6.7975993156433105,0.017123978585004807,0.006303533911705017,1.1270784139633179
