step,loss
0,1.2321702241897583
1,1.2802284955978394
2,1.2122372388839722
3,1.1935346126556396
4,1.1825639009475708
5,1.2390830516815186
6,1.2035527229309082
7,1.1745309829711914
8,1.1296981573104858
9,1.1786820888519287
10,1.1770830154418945
11,1.18240487575531
12,1.1297831535339355
13,1.1133668422698975
14,1.133658766746521
15,1.0633362531661987
16,1.1139007806777954
17,1.0840398073196411
18,1.0686185359954834
19,1.093290090560913
20,1.0730451345443726
21,1.0512146949768066
22,1.062779426574707
23,1.0407360792160034
24,1.05711829662323
25,1.0101559162139893
26,1.0690847635269165
27,1.0446773767471313
28,1.0280967950820923
29,1.0380622148513794
30,0.9913069605827332
31,1.0420770645141602
32,1.049724817276001
33,1.0694268941879272
34,1.0470834970474243
35,1.066292643547058
36,0.9895654320716858
37,0.9968869090080261
38,0.9736418724060059
39,1.0200576782226562
40,0.9600304961204529
41,0.9676144123077393
42,0.984459400177002
43,0.9820975065231323
44,0.9728894233703613
45,0.9741711020469666
46,0.9806879758834839
47,0.9312825798988342
48,0.9312365651130676
49,0.9577195048332214
50,0.9173274636268616
51,0.9566684365272522
52,0.9062077403068542
53,0.9498200416564941
54,0.9255572557449341
55,0.9210244417190552
56,0.9208964705467224
57,0.8679713606834412
58,0.9399365782737732
59,0.8812258243560791
60,0.8878829479217529
61,0.870460033416748
62,0.8293894529342651
63,0.8822804689407349
64,0.8923660516738892
65,0.8477488160133362
66,0.840064287185669
67,0.8729152679443359
68,0.8495694398880005
69,0.8369072079658508
70,0.7833001613616943
71,0.7689388990402222
72,0.7975826859474182
73,0.8488621711730957
74,0.787249743938446
75,0.8236250281333923
76,0.7871711850166321
77,0.8480930924415588
78,0.7910036444664001
79,0.7669793367385864
80,0.7686959505081177
81,0.7572028636932373
82,0.7427874207496643
83,0.7973899841308594
84,0.7530662417411804
85,0.7605200409889221
86,0.7304222583770752
87,0.7102005481719971
88,0.7123799920082092
89,0.7358976006507874
90,0.7184479832649231
91,0.7377654314041138
92,0.7135764360427856
93,0.6921834349632263
94,0.7195448279380798
95,0.7032480835914612
96,0.7120225429534912
97,0.6557053923606873
98,0.6910935640335083
99,0.6908299326896667
